GHG Scopes and categories L1,GHG Scopes and categories L2,Activity L1,Activity L2,Region,Activity unit,Year,Readable unique string,Emission factor [kg CO2e/unit],Emission factor (location-based) [kg CO2e/unit],Emission factor (market-based) [kg CO2e/unit],Source,Description,Link,KEY
Scope 2,Electricity,,,IT,kWh,2021,Scope2_Electricity_IT_kWh_2021,,0.30685,0.45657,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2021,IT_kWh_2021_scope2_electricity_None_None
Scope 2,Electricity,,,LT,kWh,2019,Scope2_Electricity_LT_kWh_2019,,0.149,0.352,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2019,LT_kWh_2019_scope2_electricity_None_None
Scope 2,Electricity,,,LT,kWh,2020,Scope2_Electricity_LT_kWh_2020,,0.25356,0.34019,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2020,LT_kWh_2020_scope2_electricity_None_None
Scope 2,Electricity,,,LT,kWh,2021,Scope2_Electricity_LT_kWh_2021,,0.21852,0.3845,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2021,LT_kWh_2021_scope2_electricity_None_None
Scope 2,Electricity,,,LU,kWh,2019,Scope2_Electricity_LU_kWh_2019,,0.139,0.449,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2019,LU_kWh_2019_scope2_electricity_None_None
Scope 2,Electricity,,,LU,kWh,2020,Scope2_Electricity_LU_kWh_2020,,0.10136,0.0,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2020,LU_kWh_2020_scope2_electricity_None_None
Scope 2,Electricity,,,LU,kWh,2021,Scope2_Electricity_LU_kWh_2021,,0.09883,0.40306,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2021,LU_kWh_2021_scope2_electricity_None_None
Scope 2,Electricity,,,LV,kWh,2019,Scope2_Electricity_LV_kWh_2019,,0.303,0.315,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2019,LV_kWh_2019_scope2_electricity_None_None
Scope 2,Electricity,,,LV,kWh,2020,Scope2_Electricity_LV_kWh_2020,,0.21567,0.42152,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2020,LV_kWh_2020_scope2_electricity_None_None
Scope 2,Electricity,,,LV,kWh,2021,Scope2_Electricity_LV_kWh_2021,,0.21965,0.30258,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2021,LV_kWh_2021_scope2_electricity_None_None
Scope 2,Electricity,,,ME,kWh,2021,Scope2_Electricity_ME_kWh_2021,,0.42528,0.43903,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2021,ME_kWh_2021_scope2_electricity_None_None
Scope 2,Electricity,,,MT,kWh,2019,Scope2_Electricity_MT_kWh_2019,,0.371,0.378,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2019,MT_kWh_2019_scope2_electricity_None_None
Scope 2,Electricity,,,MT,kWh,2020,Scope2_Electricity_MT_kWh_2020,,0.39062,0.39092,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2020,MT_kWh_2020_scope2_electricity_None_None
Scope 2,Electricity,,,MT,kWh,2021,Scope2_Electricity_MT_kWh_2021,,0.66069,0.62366,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2021,MT_kWh_2021_scope2_electricity_None_None
Scope 2,Electricity,,,NL,kWh,2019,Scope2_Electricity_NL_kWh_2019,,0.452,0.555,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2019,NL_kWh_2019_scope2_electricity_None_None
Scope 2,Electricity,,,NL,kWh,2020,Scope2_Electricity_NL_kWh_2020,,0.37434,0.45172,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2020,NL_kWh_2020_scope2_electricity_None_None
Scope 2,Electricity,,,NL,kWh,2021,Scope2_Electricity_NL_kWh_2021,,0.3704,0.45074,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2021,NL_kWh_2021_scope2_electricity_None_None
Scope 2,Electricity,,,NO,kWh,2019,Scope2_Electricity_NO_kWh_2019,,0.011,0.396,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2019,NO_kWh_2019_scope2_electricity_None_None
Scope 2,Electricity,,,NO,kWh,2020,Scope2_Electricity_NO_kWh_2020,,0.00762,0.40194,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2020,NO_kWh_2020_scope2_electricity_None_None
Scope 2,Electricity,,,NO,kWh,2021,Scope2_Electricity_NO_kWh_2021,,0.00449,0.40491,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2021,NO_kWh_2021_scope2_electricity_None_None
Scope 2,Electricity,,,PL,kWh,2019,Scope2_Electricity_PL_kWh_2019,,0.791,0.811,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2019,PL_kWh_2019_scope2_electricity_None_None
Scope 2,Electricity,,,PL,kWh,2020,Scope2_Electricity_PL_kWh_2020,,0.75962,0.79868,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2020,PL_kWh_2020_scope2_electricity_None_None
Scope 2,Electricity,,,PL,kWh,2021,Scope2_Electricity_PL_kWh_2021,,0.77659,0.85021,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2021,PL_kWh_2021_scope2_electricity_None_None
Scope 2,Electricity,,,PT,kWh,2019,Scope2_Electricity_PT_kWh_2019,,0.253,0.256,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2019,PT_kWh_2019_scope2_electricity_None_None
Scope 2,Electricity,,,PT,kWh,2020,Scope2_Electricity_PT_kWh_2020,,0.20155,0.37538,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2020,PT_kWh_2020_scope2_electricity_None_None
Scope 2,Electricity,,,PT,kWh,2021,Scope2_Electricity_PT_kWh_2021,,0.16418,0.28106,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2021,PT_kWh_2021_scope2_electricity_None_None
Scope 2,Electricity,,,RO,kWh,2019,Scope2_Electricity_RO_kWh_2019,,0.31,0.311,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2019,RO_kWh_2019_scope2_electricity_None_None
Scope 2,Electricity,,,RO,kWh,2020,Scope2_Electricity_RO_kWh_2020,,0.26184,0.26516,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2020,RO_kWh_2020_scope2_electricity_None_None
Scope 2,Electricity,,,RO,kWh,2021,Scope2_Electricity_RO_kWh_2021,,0.27746,0.28165,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2021,RO_kWh_2021_scope2_electricity_None_None
Scope 2,Electricity,,,RS,kWh,2019,Scope2_Electricity_RS_kWh_2019,,0.763,0.766,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2019,RS_kWh_2019_scope2_electricity_None_None
Scope 2,Electricity,,,RS,kWh,2020,Scope2_Electricity_RS_kWh_2020,,0.77669,0.81076,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2020,RS_kWh_2020_scope2_electricity_None_None
Scope 2,Electricity,,,RS,kWh,2021,Scope2_Electricity_RS_kWh_2021,,0.69508,0.76374,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2021,RS_kWh_2021_scope2_electricity_None_None
Scope 2,Electricity,,,SE,kWh,2019,Scope2_Electricity_SE_kWh_2019,,0.012,0.05,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2019,SE_kWh_2019_scope2_electricity_None_None
Scope 2,Electricity,,,SE,kWh,2020,Scope2_Electricity_SE_kWh_2020,,0.00567,0.02314,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2020,SE_kWh_2020_scope2_electricity_None_None
Scope 2,Electricity,,,SE,kWh,2021,Scope2_Electricity_SE_kWh_2021,,0.00767,0.07663,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2021,SE_kWh_2021_scope2_electricity_None_None
Scope 2,Electricity,,,SI,kWh,2019,Scope2_Electricity_SI_kWh_2019,,0.244,0.364,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2019,SI_kWh_2019_scope2_electricity_None_None
Scope 2,Electricity,,,SI,kWh,2020,Scope2_Electricity_SI_kWh_2020,,0.22405,0.3452,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2020,SI_kWh_2020_scope2_electricity_None_None
Scope 2,Electricity,,,SI,kWh,2021,Scope2_Electricity_SI_kWh_2021,,0.21685,0.56544,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2021,SI_kWh_2021_scope2_electricity_None_None
Scope 2,Electricity,,,SK,kWh,2019,Scope2_Electricity_SK_kWh_2019,,0.151,0.199,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2019,SK_kWh_2019_scope2_electricity_None_None
Scope 2,Electricity,,,SK,kWh,2020,Scope2_Electricity_SK_kWh_2020,,0.15548,0.21823,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2020,SK_kWh_2020_scope2_electricity_None_None
Scope 2,Electricity,,,SK,kWh,2021,Scope2_Electricity_SK_kWh_2021,,0.16549,0.18462,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2021,SK_kWh_2021_scope2_electricity_None_None
Scope 3,Business travel,Hotel stay,,AE,Room per night,2021,Scope3_Business-travel_Hotel-stay_AE_Room-per-night_2021,114.4,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,AE_Room per night_2021_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,AE,Room per night,2022,Scope3_Business-travel_Hotel-stay_AE_Room-per-night_2022,63.8,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,AE_Room per night_2022_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,AR,Room per night,2021,Scope3_Business-travel_Hotel-stay_AR_Room-per-night_2021,56.0,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,AR_Room per night_2021_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,AT,Room per night,2021,Scope3_Business-travel_Hotel-stay_AT_Room-per-night_2021,13.9,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,AT_Room per night_2021_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,AU,Room per night,2021,Scope3_Business-travel_Hotel-stay_AU_Room-per-night_2021,42.6,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,AU_Room per night_2021_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,AU,Room per night,2022,Scope3_Business-travel_Hotel-stay_AU_Room-per-night_2022,35.0,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,AU_Room per night_2022_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,BE,Room per night,2021,Scope3_Business-travel_Hotel-stay_BE_Room-per-night_2021,10.9,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,BE_Room per night_2021_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,BE,Room per night,2022,Scope3_Business-travel_Hotel-stay_BE_Room-per-night_2022,12.2,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,BE_Room per night_2022_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,BR,Room per night,2021,Scope3_Business-travel_Hotel-stay_BR_Room-per-night_2021,12.3,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,BR_Room per night_2021_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,BR,Room per night,2022,Scope3_Business-travel_Hotel-stay_BR_Room-per-night_2022,8.7,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,BR_Room per night_2022_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,CA,Room per night,2021,Scope3_Business-travel_Hotel-stay_CA_Room-per-night_2021,16.1,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,CA_Room per night_2021_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,CA,Room per night,2022,Scope3_Business-travel_Hotel-stay_CA_Room-per-night_2022,7.4,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,CA_Room per night_2022_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,CH,Room per night,2021,Scope3_Business-travel_Hotel-stay_CH_Room-per-night_2021,7.4,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,CH_Room per night_2021_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,CH,Room per night,2022,Scope3_Business-travel_Hotel-stay_CH_Room-per-night_2022,6.6,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,CH_Room per night_2022_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,CL,Room per night,2021,Scope3_Business-travel_Hotel-stay_CL_Room-per-night_2021,30.5,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,CL_Room per night_2021_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,CL,Room per night,2022,Scope3_Business-travel_Hotel-stay_CL_Room-per-night_2022,27.6,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,CL_Room per night_2022_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,CN,Room per night,2021,Scope3_Business-travel_Hotel-stay_CN_Room-per-night_2021,62.9,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,CN_Room per night_2021_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,CN,Room per night,2022,Scope3_Business-travel_Hotel-stay_CN_Room-per-night_2022,53.5,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,CN_Room per night_2022_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,CO,Room per night,2021,Scope3_Business-travel_Hotel-stay_CO_Room-per-night_2021,13.5,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,CO_Room per night_2021_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,CO,Room per night,2022,Scope3_Business-travel_Hotel-stay_CO_Room-per-night_2022,14.7,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,CO_Room per night_2022_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,CR,Room per night,2021,Scope3_Business-travel_Hotel-stay_CR_Room-per-night_2021,7.5,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,CR_Room per night_2021_scope3_businessTravel_hotelStay_None
